22;circumvent misleading reward;
22;delayed inhibition;
22;delayed perception;
22;delayed reward signal;
22;delayed rewards;
22;distributed delays;
22;distributed nodes;
22;human cognition;
22;human movement;
22;humans perception;
22;integrates perception;
22;sensory perception;
22;swinging arm;
22;tapped delay lines;
23;action;
23;action selection;
23;action spaces;
23;action verbs;
23;batch modification;
23;correct actions;
23;discuss open issues;
23;fukushima 's modification;
23;fukushima 's neocognitron;
23;minimal action;
23;neocognitron;fukushima 's neocognitron
23;neocognitron output calculations;
23;output;neocognitron output calculations
23;outputs occurrences;
23;traditional neocognitron;
24;characteristics;
24;complex characteristics;
24;covariance matrices;
24;field;
24;generating physiological characteristics;
24;higher order correlations;
24;higher order statistics;
24;mutual response characteristic;
24;order;higher order statistics
24;physiological characteristics;
24;physiological reports;
24;product order;
24;receptive field characteristics;
24;statistical characteristics;
24;statistical measures;
25;bad classification rate;
25;brain;
25;brain imaging discrimination;
25;classification;bad classification rate
25;complicated brain theories;
25;entire image;
25;gesture classification;
25;high;
25;high level;
25;image classification;
25;image classification problems;
25;image representing;
25;investigated image databases;
25;local image patches;
25;supervised classification;
25;three image databases;
26;choice depends;
26;classifier hypothesis;
26;classifiers;
26;classifiers acting;
26;creating maps;
26;dynamic map;
26;efficiency depends;
26;first-level map;
26;kohonen feature map;
26;learn arbitrary mappings;
26;map;kohonen feature map
26;mappings depend;
26;one-nearest neighbour classifier;
26;phenotype mapping;
26;sensorimotor maps;
26;sensorimotor maps link;
26;sensorimotor modalities;
26;stimulus-response mapping;
27;artificial;
27;artificial formulation;
27;batch-mode version;
27;clean formulation;
27;dual formulation;
27;generic on-line scenarios;
27;on-line formulation;
27;on-line mode version;
27;on-line scenario;
27;primal formulation;
27;recursive version;
28;block-wise mfcc;
28;connect external devices;
28;correct community structure;
28;data geometric structure;
28;electronic realizations;
28;external;connect external devices
28;external electronic devices;
28;external input;
28;external penalty functions;
28;functional structure;
28;hierarchical structure;
28;learning grammatical structure;
28;structure;learning grammatical structure
28;undergo structural change;
29;abstract environment;
29;allows;
29;changing real-world environment;
29;complex unprepared environments;
29;dynamic data clustering;
29;dynamic environment;
29;dynamic neural fields;
29;dynamically adjust;
29;dynamics;
29;environment;dynamic environment
29;exploit dynamic nature;
29;model-based clustering;
29;music genre classi;
29;partially observable environment;
29;underlying environment;
29;xation clusters;
30;base class;
30;brain-computer interfaces;
30;c-vep brain-computer interface;
30;class labels;
30;graphical interface;
30;high-speed asynchronous interface;
30;real-time;
30;real-time interface board;
30;single bases;
30;single class;
30;single ethernet interface;
30;single inertial description;
30;single nonlinear node;
30;single phenotype;
31;analytic mechanics;
31;article introduces;
31;developed reliable mechanisms;
31;efficient baseline-free sampling;
31;explicitly incorporates;
31;incorporate mechanisms;
31;incorporates;explicitly incorporates
31;mechanism;
31;negative samples;
31;original sampling approach;
31;sample size;
31;samples;negative samples
31;video samples;
32;attentional feedback signal;
32;audio signal;
32;communication;
32;composite motion signal;
32;edvs sensor;
32;eeg;
32;eeg signal;
32;embedded sensors;
32;global reinforcement signal;
32;input signal;
32;linguistic expressions;
32;non-articulated communication signals;
32;sensor fusion;
32;sensor fusion principle;
32;sensor signals;
32;signal extension;
33;decision support system;
33;frontier vector quantization;
33;low-energy implementation;
33;multilayer perceptron;
33;multilayer perceptrons;
33;output vector;
33;patient records;
33;single-layer perceptron;
33;support;decision support system
33;support constraints;
33;support vectors;
33;supports;
33;two-layer vector perceptron;
34;car detection task;
34;correctly detect;
34;detecting communities;
34;detection;car detection task
34;fault detection;
34;fault detection problem;
34;final objective;
34;hazardous object;
34;head;
34;local detection;
34;object detection;
34;occluded cars;
34;occluded objects;
34;segmented objects;
34;text detection;
34;turning head movements;
34;virtual objects;
35;alternative approach;
35;analytical approach;
35;analytical example;
35;analytical optimization approach;
35;approach;analytical optimization approach
35;approaches;
35;baseline approach;
35;building approaches;
35;called convexity approach;
35;classical supervised examples;
35;conventional approaches;
35;learning approach;
35;machine learning approaches;
35;negative/abnormal examples;
35;neural-network based approach;
35;non-linear approaches;
35;numerical example;
35;outlier-detection approach;
35;proposed approach;
35;state-of-the-art approaches;
35;supervised examples;
35;totally unlabeled examples;
35;traditional accelerometer-based approach;
35;trainable detection approaches;
36;control;
36;control variables;
36;control variables subject;
36;controller network;
36;inventory control;
36;lag variables;
36;motion control;
36;motor control signals;
36;neuro-optimal controller;
36;optimal control;
36;optimal control problem;
36;optimal control problems;
36;optimization;analytical optimization approach
36;phase control;
36;predictive control;
36;proposed control schemes;
36;simple optimization procedure;
36;sole control;
36;sparseness controls;
37;assign credit;
37;conjugate gradient backpropagation;
37;conjugate gradient descent;
37;gradient descent;
37;industrial aerodynamics;
37;passive dendrite model;
37;passive dendrites;
37;policy gradients;
37;spectral projected gradient;
37;symmetric dendritic morphologies;
37;target-function gradient;
38;analytic feature framework;
38;consider feature selection;
38;couple features;
38;eleven low-level features;
38;extracted features;
38;feature;consider feature selection
38;feature extraction;
38;feature pairs;
38;feature selection;
38;feature selection characteristics;
38;feature weighting;
38;feature weighting algorithms;
38;feature weighting methods;
38;learning features;
38;multidimensional features;
38;non-informative features;
38;novel feature selection;
38;robust behavior;
38;robust feature;
38;selection;novel feature selection
38;study feature selection;
38;typical features;
38;weighting;feature weighting methods
39;binary patterns;
39;context-dependent pattern recognition;
39;dynamic gesture recognition;
39;gesture recognition system;
39;handwritten digit recognition;
39;pattern;context-dependent pattern recognition
39;pattern recognition task;
39;patterns;intrinsic motion patterns
39;radically faster recognition;
39;recognition;radically faster recognition
39;recognition calculations;
39;recognition rate;
39;recognition system;
39;spatio-temporal pattern;
39;symbol grounding;
39;symbols recognition;
40;alternative solution method;
40;basic method;
40;classical lagrange method;
40;deterministic method;
40;direct method;
40;lagrange method;
40;local method;
40;method;local method
40;methods;feature weighting methods
40;nondeterministic method instigates;
40;novel method;
40;on-board simulations;
40;powerful method;
40;proposed method;
40;proposed method overcomes;
40;proposed method takes;
40;proposed simulation methods;
40;quasi-newton methods;
40;simulated inverted pendulum;
40;state-of-the-art methods;
40;supervised methods;
40;theoretical control methods;
40;topological methods;
41;appropriate;
41;case;
41;cases;
41;cases improve;
41;considerable improvement;
41;considerably improves;
41;dynamic evolution;
41;evolution;dynamic evolution
41;improves;considerably improves
41;incremental evolution;
41;integrates incremental evolution;
41;rpca;
41;utilizes incremental evolution;
41;variants utilize;
42;deep learning;
42;deep learning architecture;
42;distributed learning;
42;effective learning;
42;enables autonomous learning;
42;learning;fast learning algorithm
42;learning paradigm;
42;learning procedure;
42;learning properties;
42;machine learning;
42;novel;
42;novel development;
42;novel procedure;
42;novel sparsification;
42;on-line learning;
42;on-line reinforcement learning;
42;one-pass incremental learning;
42;recursive learning procedure;
42;reinforcement learning;
42;separated learning;
43;arbitrary regression models;
43;biologically inspired model;
43;deep models;
43;dynamic model;
43;exp model;
43;experts models;
43;generative model;
43;good model;
43;learned model;
43;local models;
43;mac model;
43;model;mac model
43;model adopts schemes;
43;model integration;
43;models;local models
43;models aim;
43;neurabase network model;
43;probabilistic language model;
43;probabilistic language modeling;
43;probabilistic model;
43;proposed model;
43;risk modelling;
43;simpler model;
43;unknown system model;
43;wavelet model trees;
44;classic functional;
44;cognitive processing;
44;cortical motion processing;
44;density function;
44;diffusion process;
44;earlier processing levels;
44;flexible;
44;flexible adaptation;
44;integration processing;
44;intra-sample outlier process;
44;mackey-glass chaotic process;
44;process;mackey-glass chaotic process
44;process control;
44;processing;eeg data processing
44;suitable loss function;
44;target function;
44;threshold function;
45;artificial data;
45;australian electricity data;
45;continuous incoming data;
45;data;continuous incoming data
45;data dimensions;
45;data preprocessing step;
45;data stream;
45;denoised mem data;
45;dimensionally reduced data;
45;eeg data;
45;eeg data processing;
45;electricity demand data;
45;eye tracking data;
45;financial data;
45;human walking data;
45;input data distribution;
45;leave data;
45;loneliness questionnaire data;
45;measurement data;
45;meteorological reanalysis data;
45;motion tracking data;
45;multi-label data;
45;offline data;
45;original data;
45;processing data;
45;raw mem data;
45;temporal data;
46;autonomous technical systems;
46;closed-loop system;
46;complex technological systems;
46;delayed-dynamical system;
46;embodied cognitive systems;
46;identifying profiles;
46;input;external input
46;input noise;
46;intelligent systems;
46;island power systems;
46;microelectromechanical systems;
46;proposed system;
46;sensory input;
46;synaptic inputs;
46;system;proposed system
47;algorithm;adaptive online algorithm
47;algorithm exploits;
47;conventional pretraining algorithm;
47;corresponding batch algorithms;
47;dykstra algorithm;
47;employ compute-intense algorithms;
47;expectation-maximization algorithm;
47;fast learning algorithm;
47;genetic algorithm;
47;genetic algorithms;
47;k-nn algorithm;
47;metric learning algorithm;
47;neural algorithm;
47;novel algorithm;
47;novel pretraining algorithm;
47;output units;
47;procedural algorithm;
47;proposed algorithm;
47;state-of-art algorithms;
47;supervised learning algorithm;
47;two-stage pretraining algorithm;
48;complex dot motions;
48;electricity load prediction;
48;extrinsic motion;
48;high-quality tool;
48;intrinsic motion;
48;intrinsic motion patterns;
48;motions;complex dot motions
48;multi-step-ahead predictions;
48;prediction;electricity load prediction
48;promising;
48;promising lines;
48;stable prediction intervals;
48;tools;
49;artificial neural networks;
49;bayesian network;
49;bio-inspired neural network;
49;chaotic neural network;
49;consider neural networks;
49;convolutional neural networks;
49;deep belief networks;
49;deep neural networks;
49;distributed graphical network;
49;feed-forward neural networks;
49;feedforward perceptron networks;
49;imbalance network;
49;imbalance network concepts;
49;mlp neural network;
49;network;mlp neural network
49;network relaxes;
49;networks;feedforward perceptron networks
49;neural compensation;
49;neural network;
49;neural network model;
49;neural networks;
49;oscillator network;
49;proposed network;
49;real-world networks;
49;recurrent fuzzy-neural network;
49;recurrent networks;
49;recurrent neural network;
49;synthetic benchmark networks;
49;wavelet neural network;
49;wavelet neural networks;
